icao,iata,name,callsign,country,active
GAI,3R,Moskovia Airlines,GROMOV AIRLINE,Russia,Y
MPI,,Mosphil Aero,MOSPHIL,Philippines,N
MSI,M9,Motor Sich,MOTOR SICH,Ukraine,Y
NZM,NM,Mount Cook Airlines,MOUNTCOOK,New Zealand,N
MTN,,Mountain Air Cargo,MOUNTAIN,United States,N
MTC,N4,Mountain Air Company,MOUNTAIN LEONE,Sierra Leone,N
PKP,,Mountain Air Express,PIKES PEAK,United States,N
BRR,,Mountain Air Service,MOUNTAIN AIR,United States,N
MBI,,Mountain Bird,MOUNTAIN BIRD,United States,N
MHA,,Mountain High Aviation,MOUNTAIN HIGH,United States,N
MPC,,Mountain Pacific Air,MOUNTAIN PACIFIC,Canada,N
MTV,,Mountain Valley Air Service,MOUNTAIN VALLEY,United States,N
MOW,,Mowhawk Airlines,MOHAWK AIR,United States,N
MDN,,Mudan Airlines,,Somali Republic,N
CMJ,,Mudanjiang General Aviation,MUDANJIANG,China,N
MTX,,Multi Taxi,MULTITAXI,Mexico,N
WBR,,Multi-Aero,WEBER,United States,N
MFT,,Multiflight,YORKAIR,,N
MNZ,,Murmansk Aircompany,MURMAN AIR,Russia,N
MUA,,Murray Air,MURRAY AIR,United States,N
MMR,,Musrata Air Transport,MUSRATA AIR,Libya,N
MAW,,Mustique Airways,MUSTIQUE,Barbados,N
MYW,,My Way Airlines,FRANKY,Italy,N
MYT,VZ,MyTravel Airways,KESTREL,United Kingdom,Y
UBA,UB,Myanma Airways,UNIONAIR,Myanmar,Y
MMM,8M,Myanmar Airways International,assignment postponed,Myanmar,Y
MYA,,Myflug,MYFLUG,Iceland,Y
VKG,,Mytravel Airways,VIKING,Denmark,N
NLG,,NEL Cargo,NELCARGO,Ivory Coast,N
NHG,,NHT Lineas Aereas,HELGA,Brazil,N
WAR,,NZ Warbirds Association,WARBIRDS,New Zealand,N
ANL,,Nacoia Lda,AIR NACOIA,Angola,N
NHZ,,Nada Air Service,NADA AIR,Chad,N
BFN,,Compangnie Nationale Naganagani,,Burkina Faso,N
NAH,,Nahanni Air Services Ltd,NAHANNI,Canada,N
NKL,,Nakheel Aviation,NAKHEEL,United Arab Emirates,N
MRE,,Namibia Commerical Aviation,MED RESCUE,Namibia,N
NDF,,Namibian Defence Force,NAMIBIAN AIR FORCE,Namibia,N
CNJ,,Nanjing Airlines,NINGHANG,China,N
ACK,DV,Nantucket Airlines,ACK AIR,United States,N
NYA,,Nanyah Aviation,NANYAH,Israel,N
NAP,,Napier Air Service Inc,NAPIER,United States,N
NCM,,Nas Air,AIR BANE,Angola,N
NAS,UE,Nasair,NASAIRWAYS,Eritrea,Y
NJC,,Nashville Jet Charters,NASHVILLE JET,United States,N
NCO,,Natalco Air Lines,NATALCO,S,N
NTK,,Natioanl Air Traffic Controllers Association,NATCA,United States,N
NSR,,National Air Charter,NASAIR,Indonesia,N
RFI,,National Air Traffic Services,SHERLOCK,United Kingdom,N
NAN,,National Airlines,NATION AIR,United States,N
NCN,N4,National Airlines,,Chile,N
ROK,N7,National Airlines,RED ROCK,United States,N
NAL,NA,National Airlines,NATIONAL,United States,N
KUS,,National Airlines,KUSWAG,South Africa,N
LFI,,National Airways Corporation,AEROMED,South Africa,N
GTY,,National Aviation Company,,Egypt,N
TNC,,National Aviation Consultants,NATCOM,Canada,N
NXT,,National Express,NATIONAL FREIGHT,United States,N
GRD,,National Grid,GRID,United Kingdom,N
JTE,,National Jet Express,JETEX,Australia,N
AND,,National Jet Service,AIR INDIANA,United States,N
NJS,NC,National Jet Systems,NATIONAL JET,Australia,Y
NAA,,National Oceanic and Atmospheric Administration,NOAA,United States,N
NOL,,National Overseas Airlines Company,NAT AIRLINE,Egypt,N
NLS,,Nationale Luchtvaartschool,PANDER,Netherlands,N
NAE,,Nations Air Express Inc,NATIONS EXPRESS,United States,N
NTW,CE,Nationwide Airlines,NATIONWIDE,South Africa,Y
NWZ,,Nationwide Airlines (Zambia),ZAMNAT,Zambia,N
EVM,,Natural Environment Research Council,SCIENCE,United Kingdom,N
NRR,,Natureair,NATUREAIR,Costa Rica,N
NRK,,Naturelink Charter,NATURELINK,South Africa,N
RON,ON,Nauru Air Corporation,AIR NAURU,Nauru,Y
NVC,,NAV CANADA,NAV CAN,Canada,N
NAV,,Nav Flight Planning,NAV DISPATCH,Czech Republic,N
NVP,,Navegacao Aerea De Portugal,,Portugal,N
NAY,,Navegacion Servicios Aereos Canarios SA,NAYSA,Spain,N
IRI,,Navid,NAVID,Iran,N
NVM,,Naviera Mexicana,NAVIERA,Mexico,N
NVL,,Navigator Airlines,NAVLINES,Armenia,N
XNV,,Navinc Airlines Services,,United States,N
XNS,,Navtech System Support,,Canada,N
NZA,,Nayzak Air Transport,,Libya,N
NEB,,State of Nebraska,NEBRASKA,United States,N
NEC,,Necon Air,NECON AIR,Nepal,N
NCG,,Nederlandse Kustwacht,NETHERLANDS COASTGUARD,Netherlands,N
NFT,,Nefteyugansk Aviation Division,NEFTEAVIA,Russia,N
NLA,,Neiltown Air,NEILTOWN AIR,Canada,N
NLC,,Nelair Charters,NELAIR,South Africa,N
CGE,,Nelson Aviation College,COLLEGE,New Zealand,N
RNA,RA,Nepal Airlines,ROYAL NEPAL,Nepal,Y
NOS,NO,Neos,MOONFLOWER,Italy,N
TOX,,Neosiam Airways,SKY KINGDOM,Thailand,N
NSL,,Neric,NERICAIR,United Kingdom,N
EJA,1I,NetJets,EXECJET,United States,Y
NET,,Network Aviation Services,NETWORK,Nigeria,N
NEZ,,New England Air Express,ENGAIR,United States,N
NEA,EJ,New England Airlines,NEW ENGLAND,United States,Y
NHT,,New Heights 291,NEWHEIGHTS,South Africa,N
NWD,,New World Jet Corporation,NEW WORLD,United States,N
NYH,,New York Helicopter,NEW YORK,United States,N
GRY,,New York State Police,GRAY RIDER,United States,N
KRC,,New Zealand Air Defence Force,KIWI RESCUE,New Zealand,N
HVA,,Newair,HAVEN-AIR,United States,N
NLT,,Newfoundland Labrador Air Transport,NALAIR,Canada,N
NTJ,2N,NextJet,NEXTJET,Sweden,Y
NXF,,Nextflight Aviation,NEXTFLIGHT,United States,N
NXS,,Nexus Aviation,NEXUS AVIATION,Nigeria,N
NIS,,Nicaraguense De Aviacion,NICA,Nicaragua,N
NCN,,Nicon Airways,NICON AIRWAYS,Nigeria,N
NGA,,Nigeria Airways,NIGERIA,Nigeria,N
NGR,,Nigerian Air Force,NIGERIAN AIRFORCE,Nigeria,N
NGX,,Nigerian Global,AIR GLOBAL,Nigeria,N
EXT,,Night Express,EXECUTIVE,Germany,N
NLY,HG,Niki,FLYNIKI,Austria,Y
NKV,,Nikolaev-Air,AIR NIKOLAEV,Ukraine,N
NSA,,Nile Safaris Aviation,NILE SAFARIS,Sudan,N
NVA,,Nile Valley Aviation Company,,Egypt,N
NLW,,Nile Wings Aviation Services,NILE WINGS,Sudan,N
NBS,,Nimbus Aviation,NIMBUS,United Kingdom,N
NCA,KZ,Nippon Cargo Airlines,NIPPON CARGO,Japan,N
NVK,,Nizhnevartovskavia,VARTOSKAVIA,Russia,N
SRG,,Search and Rescue 202,,United Kingdom,N
SRD,,Search and Rescue 22,,United Kingdom,N
NOH,,No. 32 (The Royal) Squadron RAF,NORTHOLT,United Kingdom,N
AKG,,84 Squadron Royal Air Force @ RAF Akrotiri,GRIFTER,United Kingdom,N
NBL,,Nobil Air,NOBIL AIR,Moldova,N
NOK,DD,Nok Air,NOK AIR,Thailand,Y
NRL,,Nolinor Aviation,NOLINOR,Canada,N
NMD,,Nomad Aviation,NOMAD AIR,Namibia,N
NOC,,Norcopter,,Norway,N
NEF,,Nord-Flyg,NORDEX,Sweden,N
NES,JH,Nordeste Linhas Aereas Regionais,NORDESTE,Brazil,N
NRD,6N,Nordic Regional,NORTH RIDER,Sweden,N
NVD,,Nordic Solutions,NORDVIND,Lithuania,N
NDS,,Nordstree (Australia),,Australia,N
NRT,,Norestair,NORESTAIR,Spain,N
NCF,,Norfolk County Flight College,COUNTY,United Kingdom,Y
NOA,,Norontair,NORONTAIR,Canada,N
HMF,,Norrlandsflyg,LIFEGUARD SWEDEN,Sweden,N
NRX,,Norse Air Charter,NORSE AIR,South Africa,N
NIR,,Norsk Flyrjeneste,NORSEMAN,Norway,N
NOR,,Norsk Helikopter,NORSKE,Norway,N
DOC,,Norsk Luftambulanse,HELIDOC,Norway,N
RTV,,Nortavia,TIC-TAC,Portugal,N
NAI,,North Adria Aviation,NORTH-ADRIA,Croatia,N
NTM,,North American Airlines,NORTHAM,Canada,Y
HMR,,North American Charters,HAMMER,Canada,Y
NAJ,,North American Jet Charter Group,JET GROUP,United States,N
NAT,,North Atlantic Air Inc,MASS AIR,United States,N
NFC,,North Atlantic Cargo,NORTH ATLANTIC,Norway,N
NBN,,North British Airlines,TEESAIR,United Kingdom,N
NCB,,North Caribou Flying Service Ltd,NORTH CARIBOU,Canada,N
NCC,,North Coast Air Services Ltd,NORTH COAST,Canada,N
NFA,M3,North Flying,NORTH FLYING,Denmark,N
NRC,,North Sea Airways,NORTH SEA,Netherlands,N
SBX,,North Star Air Cargo,SKY BOX,United States,N
NRV,,North Vancouver Airlines,NORVAN,Canada,N
NWW,,North West Airlines,HALANT,Australia,N
PTO,,North West Geomatics,PHOTO,Canada,N
NEN,,North-East Airlines,NORTHEAST SWAN,Nigeria,N
VBG,,North-West Air Transport Company - Vyborg,VYBORG AIR,Russia,N
NWL,HW,North-Wright Airways,NORTHWRIGHT,Canada,N
NLL,,Northafrican Air Transport,NORTHAFRICAN AIR,Libya,N
NFL,,Northaire Feight Lines,GREAT LAKES,United States,N
NSF,,Northamptonshire School of Flying,NORTON,United Kingdom,N
NCE,,Northcoast Executive Airlines,TOP HAT,United States,N
NEE,,Northeast Airlines,NORTHEAST,United States,N
NPX,,Northeast Aviation,NORTHEAST EXPRESS,United States,N
NAC,NC,Northern Air Cargo,YUKON,United States,N
BYC,,Northern Airlines Sanya,BEIYA,China,N
NDA,,Northern Airways,NORTHERN DAKOTA,United States,N
CMU,,Northern Aviation Service,LANNA AIR,Thailand,N
NEX,,Northern Executive Aviation,NEATAX,United Kingdom,N
NIC,,Northern Illinois Commuter,ILLINOIS COMMUTER,United States,N
NTX,,Northern Jet Management,NORTAX,United States,N
NTA,,Northern Thunderbird Air,THUNDERBIRD,Canada,N
KOE,,Northland Aviation,KOKEE,United States,N
NSS,,Northstar Aviation,NORTHSTAR,United States,N
NHL,,Northumbria Helicopters,NORTHUMBRIA,United Kingdom,N
NAL,,Northway Aviation Ltd,NORTHWAY,Canada,N
NWE,,Northwest Aero Associates,,United States,N
NWA,NW,Northwest Airlines,NORTHWEST,United States,Y
NWR,FY,Northwest Regional Airlines,,Australia,N
NWT,,Northwest Territorial Airways,TERRITORIAL,Canada,N
PLR,J3,Northwestern Air,POLARIS,Canada,Y
NWN,,Northwinds Northern,NORTHWINDS,Canada,N
NAM,,Nortland Air Manitoba,MANITOBA,Canada,N
NAX,DY,Norwegian Air Shuttle,NOR SHUTTLE,Norway,Y
TFN,,Norwegian Aviation College,SPRIT,Norway,Y
XNT,,Notams International,,United States,N
LBT,BJ,Nouvel Air Tunisie,NOUVELAIR,Tunisia,Y
NOV,M4,Nova Airline,NOVANILE,Sudan,N
PTR,,Nova Scotia Department of Lands and Forests,PATROL,Canada,N
NVR,1I,Novair,NAVIGATOR,Sweden,Y
NVG,,Novogorod Air Enterprise,SADKO AVIA,Russia,N
NSP,,Novosibirsk Aircraft Repairing Plant,NARPAIR,Russia,N
NBE,,Novosibirsk Aviaenterprise,NAKAIR,Russia,N
NPO,,Novosibirsk Aviation Production Association,NOVSIB,Russia,N
NOY,,Noy Aviation,NOY AVIATION,Israel,N
ACQ,N6,Nuevo Continente,AERO CONTINENTE,Peru,N
NHR,,Nuevo Horizonte Internacional,NUEVO HORIZONTE,Mexico,N
NUN,,Nunasi-Central Airlines,NUNASI,Canada,N
NIN,,Nurman Avia Indopura,NURVINDO,Indonesia,N
NYS,,Nyasa Express,NYASA,Malawi,N
KNE,XY,Nas Air,NAS EXPRESS,Saudi Arabia,Y
OCN,,O Air,O-BIRD,France,N
OCM,UQ,O'Connor Airlines,OCONNOR,Australia,N
JPA,,OSACOM,J-PAT,United States,N
OHK,O8,Oasis Hong Kong Airlines,OASIS,Hong Kong,Y
BCN,,Ocean Air,BLUE OCEAN,Mauritania,Y
VCX,VC,Ocean Airlines,OCEANCARGO,Italy,N
OCS,,Ocean Sky (UK),OCEANSKY,United Kingdom,N
TUK,,Ocean Wings Commuter Service,TUCKERNUCK,United States,N
ONE,O6,Oceanair,OCEANAIR,Brazil,Y
ODS,,Odessa Airlines,ODESSA AIR,Ukraine,N
ODY,,Odyssey International,ODYSSEY,Canada,N
FOC,,Office Federal De'Aviation Civile,FOCA,Switzerland,N
GBO,,Ogooue Air Cargo,,Gabon,N
OKJ,,Okada Airlines,OKADA AIR,Nigeria,N
OKP,,Okapi Airways,OKAPI,Democratic Republic of Congo,N
OKA,,Okay Airways,OKAYJET,China,N
OKL,,Oklahoma Department of Public Safety,OKLAHOMA,United States,N
OLX,,Olimex Aerotaxi,OLIMEX,Czech Republic,N
KVK,,Olimp Air,PONTA,Kazakhstan,N
OAL,OA,Olympic Airlines,OLYMPIC,Greece,Y
OLY,,Olympic Aviation,OLAVIA,Greece,N
OMA,WY,Oman Air,OMAN AIR,Oman,Y
ORF,,Oman Royal Flight,OMAN,Oman,N
OAV,,Omni - Aviacao e Tecnologia,OMNI,Portugal,N
OAE,OY,Omni Air International,OMNI-EXPRESS,United States,Y
OMF,,Omniflys,OMNIFLYS,Mexico,N
OMS,N3,Omskavia Airline,OMSK,Russia,N
ORL,,On Air Limited,ON AIR,Canada,N
OTG,,One Two Go Airlines,THAI EXPRESS,Thailand,Y
OTM,,Onetime Airlines Zambia,ZEDTIME,Zambia,N
MED,,Ontario Ministry of Health,MEDICAL,Canada,N
OHY,8Q,Onur Air,ONUR AIR,Turkey,Y
OPA,,Opal Air,,Australia,N
OSA,,Open Sky Aviation,,Lebanon,N
BOS,,OpenSkies,MISTRAL,United Kingdom,N
ORR,,Operadora Turistica Aurora,TURISTICA AURORA,Mexico,N
OLE,,Operadora de Lineas Ejecutivas,OPERADORA,Mexico,N
OTP,,Operadora de Transportes Aereos,OPERADORA AEREO,Mexico,N
OPV,,Operadora de Veulos Ejectutivos,OPERADORA DE VUELOS,Mexico,N
LLO,,Operation Enduring Freedom,APOLLO,Canada,N
OAX,,Operational Aviation Services,,Australia,N
ORD,,Orange Air Services,ORANGE SERVICES,Sierra Leone,N
ORJ,,Orange Air Sierra Leone,ORANGE SIERRA,Sierra Leone,N
ORE,,Orange Aviation,ORANGE AVIATION,Israel,N
ORX,,Orbit Express Airlines,OREX,Turkey,N
ORK,,Orca Air,ORCA TAXI,Egypt,N
BUE,,Orebro Aviation,BLUELIGHT,Sweden,N
ORM,,Orel State Air Enterprise,ORPRISE,Russia,N
ORB,R2,Orenburg Airlines,ORENBURG,Russia,Y
OTA,,Organizacion De Transportes Aereos,ORGANIZACION,Mexico,N
OML,,Organizacoes Mambra,MAMBRA,Angola,N
OVV,,Orient Air,ORIENTSYR,Syrian Arab Republic,N
OTR,,Orient Airlines,ORIENTROC,Sudan,N
ORN,,Orient Airways,ORIENT LINER,Pakistan,N
OEA,OX,Orient Thai Airlines,ORIENT THAI,Thailand,Y
NGK,,Oriental Air Bridge,ORIENTAL BRIDGE,Japan,N
OAC,,Oriental Airlines,ORIENTAL AIR,Nigeria,N
OGN,QO,Origin Pacific Airways,ORIGIN,New Zealand,Y
OED,,Orion Air Charter,ORION CHARTER,South Africa,N
OIX,,Orion-x,ORIONIX,Russia,N
KOV,,Orlan-2000,ORLAN,Kazakhstan,N
RNG,,Ornage Aircraft Leasing,ORANGE,Netherlands,N
OAD,,Orscom Tourist Installations Company,ORSCOM,Egypt,N
OSH,,Osh Avia,OSH AVIA,Kyrgyzstan,N
OCO,,Ostend Air College,AIR COLLEGE,Belgium,N
OLT,OL,Ostfriesische Lufttransport,OLTRA,Germany,Y
FNL,,Oulun Tilauslento,FINN FLIGHT,Finland,N
RON,ON,Our Airline,OUR AIRLINE,Nauru,N
OOT,,Out Of The Blue Air Safaris,OOTBAS,South Africa,N
OLA,OJ,Overland Airways,OVERLAND,Nigeria,Y
OXE,,Oxaero,OXOE,United Kingdom,N
WDK,,Oxford Air Services,WOODSTOCK,United Kingdom,N
OAA,,Oxley Aviation,,Australia,N
OZR,OZ,Ozark Air Lines,OZARK,United States,N
OZJ,O7,Ozjet Airlines,AUSJET,Australia,Y
KTL,,P & P Floss Pick Manufacturers,KNOTTSBERRY,South Africa,N
PCR,,PAC Air,PACAIR,United States,N
PNR,PV,PAN Air,SKYJET,Spain,Y
PBA,9Q,PB Air,PEEBEE AIR,Thailand,Y
PDQ,,PDQ Air Charter,DISPATCH,United States,N
XAS,,PHH Aviation System,,United States,N
PDG,,PLM Dollar Group,OSPREY,United Kingdom,N
PUA,PU,PLUNA,PLUNA,Uruguay,Y
PMT,U4,PMTair,MULTITRADE,Cambodia,Y
PRP,,PRT Aviation,PRONTO,Spain,N
JIA,,PSA Airlines,BLUE STREAK,United States,N
KST,,PTL Luftfahrtunternehemen,KING STAR,Germany,N
WIS,,Paccair,WISCAIR,United States,N
PCE,Y5,Pace Airlines,PACE,United States,N
PAB,,Pacific Air Boats,AIR BOATS,Canada,N
PRC,,Pacific Air Charter,PACIFIC CHARTER,United States,N
PCF,,Pacific Air Express,PACIFIC EXPRESS,United States,N
PXP,,Pacific Air Transport,PAK EXPRESS,United States,N
PIC,BL,Jetstar Pacific,PACIFIC AIRLINES,Vietnam,Y
PAK,,Pacific Alaska Airlines,PACIFIC ALASKA,United States,N
PCV,,Pacific Aviation (Australia),PACAV,Australia,N
PCX,,Pacific Aviation (United States),,United States,N
PBN,DJ,Pacific Blue,BLUEBIRD,New Zealand,N
PQA,,Pacific Coast Airlines,SAGE BRUSH,United States,N
PCO,8P,Pacific Coastal Airline,PASCO,Canada,Y
PEC,Q8,Pacific East Asia Cargo Airlines,PAC-EAST CARGO,Philippines,Y
PFA,,Pacific Flight Services,PACIFIC SING,Singapore,N
PIN,,Pacific International Airlines,ROAD RUNNERS,United States,N
PSA,,Pacific Island Aviation,PACIFIC ISLE,United States,Y
PCJ,,Pacific Jet,PACIFIC JET,United States,N
PPM,,Pacific Pearl Airways,PACIFIC PEARL,Philippines,N
PAR,,Pacific Rim Airways,PACRIM,Australia,N
PSX,PS,Pacific Southwest Airlines,SMILEY,United States,N
NMI,LW,Pacific Wings,TSUNAMI,United States,Y
PFR,,Pacificair Airlines,PACIFIC WEST,United States,N
RCY,,Package Express,RACE CITY,United States,N
PAE,,Paisajes Espanoles,PAISAJES,Spain,N
PKW,,Pak West Airlines,PLATINUM WEST,United States,N
PIA,PK,Pakistan International Airlines,PAKISTAN,Pakistan,Y
PKR,,Pakker Avio,PAKKER AVIO,Estonia,N
LPA,,Pal Aerolineas,LINEASPAL,Mexico,N
PPC,,Palau Asia Pacific Airlines,PALAU ASIAPAC,Palau,N
PTP,GP,Palau Trans Pacific Airline,TRANS PACIFIC,Palau,N
PNW,PF,Palestinian Airlines,PALESTINIAN,Egypt,N
JSP,,Palmer Aviation,PALMER,United Kingdom,N
PIR,NR,Pamir Airways,PAMIR,Afghanistan,N
PFN,,Pan African Air Services,PANAFRICAN,Sierra Leone,N
ODM,,Pan African Airways,,Kenya,N
PAX,,Pan Air,PANNEX,United States,N
XPA,,Pan Am Weather Systems,,United States,N
PWD,,Pan Am World Airways,,Dominican Republic,N
PAA,PA,Pan American Airways,,United States,N
PAA,PA,Pan American World Airways,CLIPPER,United States,N
PEA,,Pan Europeenne Air Service,,France,N
PHT,,Pan Havacilik Ve Ticaret,PANANK,Turkey,N
PMA,,Pan Malaysian Air Transport,PAN MALAYSIA,Malaysia,N
PNC,,Pan-Air,PANAIRSA,Mexico,N
PNF,PQ,Panafrican Airways,PANWAYS,Ivory Coast,N
PGI,,Panagra Airways,PANAGRA,United States,N
PEI,,Panamedia,PANAMEDIA,Spain,N
PVI,,Panavia,,Panama,N
PNH,,Panh,KUBAN LIK,Russia,N
PHU,,Pannon Air Service,PANNON,Hungary,N
PNM,,Panorama,PANORAMA,Spain,N
PAH,,Panorama Air Tour,LANI,United States,N
AFD,,Panorama Flight Service,AIRFED,United States,N
PTN,P8,Pantanal Linhas Aéreas,PANTANAL,Brazil,N
HMP,,Papair Terminal,PAPAIR TERMINAL,Haiti,N
PAI,,Paradise Airways,SEA RAY,United States,N
PDI,,Paradise Island Airways,PARADISE ISLAND,United States,N
PGX,,Paragon Air Express,PARAGON EXPRESS,United States,N
PGF,,Paragon Global Flight Support,,United Kingdom,N
PRR,,Paramount Airlines,PARAMOUNT,Sierra Leone,N
PMW,I7,Paramount Airways,PARAWAY,India,Y
APE,,Parcel Express,AIR PARCEL,United States,N
IRE,,Pariz Air,PARIZAIR,Iran,N
PRA,,Pars Aviation Service,PARSAVIA,Iran,N
PST,,Parsa,TURISMO REGIONAL,Panama,N
FAP,,Parsons Airways Northern,,Canada,N
PSC,,Pascan Aviation,PASCAN,Canada,N
PTB,,Passaredo Transportes Aereos,PASSAREDO,Brazil,Y
PTC,,Patria Cargas Aereas,PATRIA,Argentina,N
BYT,,Patriot Aviation Limited,BYTE,United Kingdom,N
ETL,,Patterson Aviation Company,ENTEL,United States,N
PHE,,Pawan Hans,PAWAN HANS,India,N
IRP,,Payam Air,PAYAMAIR,Iran,N
KGC,,Peach Air,GOLDCREST,United Kingdom,N
PRL,,Pearl Air,PEARL LINE,Pakistan,N
PBY,,Pearl Air Services,PEARL SERVICES,Uganda,N
HPA,HP,Pearl Airways,PEARL AIRWAYS,Haiti,N
PVU,,Peau Vava%Gʻ%@u,PEAU,Tonga,N
PXA,,Pecotox Air,PECOTOX,Moldova,N
PGT,PC,Pegasus Airlines,SUNTURK,Turkey,Y
PEV,,Pegasus Aviation,PEGAVIATION,Greece,N
HAK,,Pegasus Helicopters,HELIFALCON,Norway,N
PDF,,Pelican Air Services,PELICAN AIRWAYS,South Africa,N
PEX,,Pelican Express,PELICAN EXPRESS,United States,N
PAS,,Pelita Air Service,PELITA,Indonesia,N
PEM,,Pem-Air,PEM-AIR,Canada,N
PDY,,Pen-Avia,PENDLEY,United Kingdom,N
PEN,KS,Peninsula Airways,PENINSULA,United States,Y
PNE,,Peninter Aerea,PENINTER,Mexico,N
PCA,,Penya De L'Aire,PENA DEL AIRE,Spain,N
CVT,,Peran,CVETA,Kazakhstan,N
PCC,,Perforadora Central,PERFORADORA CENTRAL,Mexico,N
PAG,,Perimeter Aviation,PERIMETER,Canada,N
PGP,P9,Perm Airlines,PERM AIR,Russia,N
PPQ,,Personas Y Pasquetes Por Air,PERSONSPAQ,Mexico,N
FPR,,Peruvian Air Force,,Peru,N
INP,,Peruvian Navy,,Peru,N
PMX,,Petroleos Mexicanos,PEMEX,Mexico,N
PHM,,Petroleum Helicopters,PETROLEUM,United States,N
PHC,,Petroleum Helicopters de Colombia,HELICOPTERS,Colombia,N
PTK,,Petropavlovsk-Kamchatsk Air Enterprise,PETROKAM,Russia,N
PTY,,Petty Transport,PETTY,United States,N
PHV,,Phenix Aviation,NEW BIRD,France,N
PMY,,Phetchabun Airline,PHETCHABUN AIR,Thailand,N
PAL,PR,Philippine Airlines,PHILIPPINE,Philippines,Y
PHI,,Philips Aviation Services,PHILAIR,Netherlands,N
BCH,,Phillips Air,BEACHBALL,United States,N
PDD,,Phillips Alaska,PADA,United States,N
PHL,,Phillips Michigan City Flying Service,PHILLIPS,United States,N
PHB,,Phoebus Apollo Aviation,PHOEBUS,South Africa,N
KZM,,Phoebus Apolloa Zambia,CARZAM,Zambia,N
PHA,,Phoenix Air Group,GRAY BIRD,United States,N
PHN,,Phoenix Air Lines,PHOENIX BRASIL,Brazil,N
PAM,,Phoenix Air Service,PHOENIX,Germany,N
PPG,,Phoenix Air Transport,PAPAGO,United States,N
WDY,,Phoenix Airline Services,WINDYCITY,United States,N
PHY,,Phoenix Avia,PHOENIX ARMENIA,Armenia,N
PHG,,Phoenix Aviation,PHOENIX GROUP,Kyrgyzstan,N
XPX,,Phoenix Flight Operations,,United States,N
VAP,9R,Phuket Air,PHUKET AIR,Thailand,N
PDT,PI,Piedmont Airlines (1948-1989),PIEDMONT,United States,Y
PCH,,Pilatus Flugzeugwerke,PILATUS WINGS,Switzerland,N
PLU,,Pilatus PC-12 Center De Mexico,PILATUS MEXICO,Mexico,N
MKS,,Pimichikamac Air,MIKISEW,Canada,N
PNP,,Pineapple Air,PINEAPPLE AIR,Bahamas,N
PIM,,Pinframat,PINFRAMAT,Angola,N
PCL,,Pinnacle Air Group,PINNACLE GROUP,United States,N
FLG,9E,Pinnacle Airlines,FLAGSHIP,United States,Y
PIO,,Pioneer Airlines,PIONEER,United States,N
PER,,Pioneers Limited,,Pakistan,N
PRN,,Pirinair Express,PRINAIR EXPRESS,Spain,N
PLN,,Planar,PLANAR,Angola,N
PMS,,Planemaster Services,PLANEMASTER,United States,N
PLZ,,Planet Airways,PLANET,United States,N
PYZ,,Players Air,PLAYERS AIR,United States,N
LIB,,Ploizeihubschrauberstaffel Hamburg,LIBELLE,Germany,N
PSF,,Plymouth School of Flying,LIZARD,United Kingdom,N
POC,,Pocono Air Lines,POCONO,United States,N
PDA,,Podilia-Avia,PODILIA,Ukraine,N
PAZ,,Point Afrique Niger,POINTAIR NIGER,Niger,N
RMI,,Point Airlines,POINT AIRLINE,Nigeria,N
PAW,,Pointair Burkina,POINTAIR BURKINA,Burkina Faso,N
PTS,,Points of Call Airlines,POINTSCALL,Canada,N
PAC,PO,Polar Air Cargo,POLAR,United States,N
PMO,,Polar Airlines de Mexico,POLAR MEXICO,Mexico,N
PSR,,Polestar Aviation,POLESTAR,United Kingdom,N
POT,,Polet,POLET,Russia,Y
POF,,Police Aux Frontiers,AIRPOL,France,N
PLC,,Police Aviation Services,SPECIAL,United Kingdom,N
PLF,,Polish Air Force,POLISH AIRFORCE,Poland,N
PNY,,Polish Navy,POLISH NAVY,Poland,N
NRW,,Polizeifliegerstaffel Nordrhein-Westfalen,HUMMEL,Germany,N
PPH,,Polizeihibschrauberstaffel Neidersachsen,POLICE PHOENIX,Germany,N
PIK,,Polizeihuberschrauberstaffel Sachsen-Anhalt,POLICE IKARUS,Germany,N
SRP,,Polizeihubschrafterstaffel Rheinland-Pfalz,SPERBER,Germany,N
PBW,,Polizeihubschrauberstaffel Baden-Wurtemberg,BUSSARD,Germany,N
EDL,,Polizeihubschrauberstaffel Bayern,POLICE EDELWEISS,Germany,N
PBB,,Polizeihubschrauberstaffel Brandenburg,ADEBAR,Germany,N
PHH,,Polizeihubschrauberstaffel Hessen,IBIS,Germany,N
PMV,,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,POLICE MERLIN,Germany,N
PHS,,Polizeihubschrauberstaffel Sachsen,PASSAT,Germany,N
HBT,,Polizeihubschrauberstaffel Thuringen,HABICHT,Germany,N
CUK,,Polo Aviation,CHUKKA,United Kingdom,N
PLA,,Polynesian Air-Ways,POLYAIR,United States,N
PAO,PH,Polynesian Airlines,POLYNESIAN,Samoa,Y
PLB,DJ,Polynesian Blue,POLYBLUE,New Zealand,N
PND,,Pond Air Express,POND AIR,United States,N
PSI,,Pont International Airline Services,PONT,Suriname,N
PLX,,Pool Aviation,POOLEX,United Kingdom,N
PTQ,,Port Townsend Airways,TOWNSEND,United States,N
POR,,Porteadora De Cosola,PORTEADORA,Mexico,N
POE,PD,Porter Airlines,PORTER AIR,Canada,Y
PGA,NI,Portugalia,PORTUGALIA,Portugal,Y
